2022-09-25 12:00:29.473 [ConsumeMessageThread_topic_transaction_ins_group_posting_12] ERROR [,] c.s.f.t.integration.urule.impl.URuleClientImpl - Invoke rule engine fail.
2022-10-25 12:01:40.472 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166671730045741101,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016845866","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001720486","cardRealId":"131300200001720586","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008686","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001720586","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.566 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166671730055241151,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000017011690, retrieveCard=null)
2022-10-25 12:01:40.567 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166671730055241151,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000017011690","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001737169","cardRealId":"131300200001737269","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008769","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001737269","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.579 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730055641171,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016755412, retrieveCard=null)
2022-10-25 12:01:40.579 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730055641171,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016755412","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001711541","cardRealId":"131300200001711641","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008641","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001711641","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.597 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730058441231,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016919232, retrieveCard=null)
2022-10-25 12:01:40.598 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730058441231,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016919232","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001727823","cardRealId":"131300200001727923","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008723","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001727923","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.612 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730059941261,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016753409, retrieveCard=null)
2022-10-25 12:01:40.613 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730059941261,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016753409","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001711340","cardRealId":"131300200001711440","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008640","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001711440","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.662 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730064841391,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016665967, retrieveCard=null)
2022-10-25 12:01:40.662 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730064841391,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016665967","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001702596","cardRealId":"131300200001702696","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008596","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001702696","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.698 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730067341401,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016917228, retrieveCard=null)
2022-10-25 12:01:40.698 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730067341401,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016917228","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001727622","cardRealId":"131300200001727722","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008722","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001727722","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.880 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730086641651,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016657923, retrieveCard=null)
2022-10-25 12:01:40.881 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730086641651,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016657923","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001701692","cardRealId":"131300200001701792","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008592","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001701792","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.914 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730090141781,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016913201, retrieveCard=null)
2022-10-25 12:01:40.915 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730090141781,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016913201","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001727220","cardRealId":"131300200001727320","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008720","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001727320","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:40.952 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166671730093941811,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016655919, retrieveCard=null)
2022-10-25 12:01:40.953 [SOFA-SEV-BOLT-BIZ-12200-7-T7] ERROR [0a52563b166671730093941811,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016655919","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001701491","cardRealId":"131300200001701591","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008591","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001701591","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:41.044 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a52563b166671730099241851,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016911197, retrieveCard=null)
2022-10-25 12:01:41.045 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a52563b166671730099241851,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016911197","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001727019","cardRealId":"131300200001727119","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008719","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001727119","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:41.070 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a52563b166671730105641941,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016653906, retrieveCard=null)
2022-10-25 12:01:41.071 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a52563b166671730105641941,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016653906","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001701290","cardRealId":"131300200001701390","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008590","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001701390","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:41.130 [SOFA-SEV-BOLT-BIZ-12200-7-T20] ERROR [0a52563b166671730111642051,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016999630, retrieveCard=null)
2022-10-25 12:01:41.131 [SOFA-SEV-BOLT-BIZ-12200-7-T20] ERROR [0a52563b166671730111642051,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016999630","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001735963","cardRealId":"131300200001736063","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008763","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001736063","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:41.133 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730111742081,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016831791, retrieveCard=null)
2022-10-25 12:01:41.133 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730111742081,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016831791","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001719079","cardRealId":"131300200001719179","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008679","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001719179","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:41.285 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730119142151,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016995612, retrieveCard=null)
2022-10-25 12:01:41.286 [SOFA-SEV-BOLT-BIZ-12200-7-T115] ERROR [0a52563b166671730119142151,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016995612","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001735461","cardRealId":"131300200001735561","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008761","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001735561","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:43.219 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671730320677231,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000022951468, retrieveCard=null)
2022-10-25 12:01:43.220 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166671730320677231,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000022951468","accountingDate":"20221125","activationDate":1664085600000,"cardId":"131300100002340546","cardRealId":"131300200002340646","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000011746","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221125-131300200002340646","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
2022-10-25 12:01:43.220 [SOFA-SEV-BOLT-BIZ-12200-7-T20] ERROR [0a5254e1166671730317477201,0] c.s.f.c.c.b.i.c.i.CustomerInfoFacadeChargeClientImpl - Search account info fail, request: SearchAccountRelationshipsRequest(accountId=13130011000016489087, retrieveCard=null)
2022-10-25 12:01:43.221 [SOFA-SEV-BOLT-BIZ-12200-7-T20] ERROR [0a5254e1166671730317477201,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountId":"13130011000016489087","accountingDate":"20221025","activationDate":1664085600000,"cardId":"131300100001684708","cardRealId":"131300200001684808","chargeDetailType":"MANAGEMENT_FEE","chargeType":"FEE","currencyCode":"COP","currentState":"CHARGE_APPLY_GEN_STATE","customerId":"1313001000008508","direction":"POSITIVE","entityId":"COCC20230000","finish":false,"itemCode":"STCCOL001ITEM01","processTime":0,"productCode":"STCCOL001","referenceId":"20221025-131300200001684808","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","tenantId":"STCOFINCORE0"}, messagerpc invoke error, exception:com.stori.fundcore.exception.BaseRuntimeException: rpc invoke error
